DATE,wait_time,HOLIDAYPX,HOLIDAY,HOLIDAYM,AKHOURS,AKHOURSEMH,AKEMHMORN,AKEMHEVE,inSession,inSession_Florida,inSession_sqrt_WDW,WDWTICKETSEASON,WDWevent,AKevent,WDWMAXTEMP,WDWMINTEMP
11/8/2012,18.75,0,1,2,9,9,0,0,84,56,73,,0,0,66.42,48.59
11/9/2012,10.91666667,0,1,2,11,12,1,0,80,56,72,,0,0,72.72,46.72
11/10/2012,31,2,0,2,10,10,0,0,80,56,72,,0,0,74.16,52.43
11/11/2012,28.90909091,0,1,2,10,10,0,0,62,85,76,,0,0,79.65,59.14
11/12/2012,24.41666667,0,1,1,8,9,1,0,62,85,76,,0,0,79.68,62.34
11/13/2012,21,2,0,1,8,8,0,0,93,96,98,,0,0,79.61,62.28
11/14/2012,19.6875,3,0,0,8,9,1,0,93,96,98,,0,0,75.59,63.74
11/15/2012,15.85714286,4,0,0,8,8,0,0,84,56,73,,0,0,65.67,60
11/16/2012,21.42857143,5,0,0,8,8,0,0,84,56,73,,0,0,68.71,56.84
11/17/2012,17.8,6,0,0,10,10,0,0,84,56,73,,0,0,77.71,60.34
11/18/2012,26.57142857,5,0,0,12,12,0,0,67,59,62,,0,0,71.54,56.91
11/19/2012,26.4,4,0,0,12,13,1,0,67,59,62,,0,0,59.93,54.67
11/20/2012,26,3,0,5,12,12,0,0,59,28,42,,0,0,72.4,55.99
11/21/2012,60,2,0,5,12,13,1,0,23,0,9,,0,0,72.79,55.22
11/22/2012,34.15,0,1,0,12,12,0,0,1,0,0,,0,0,71.08,50.43
11/23/2012,30.08333333,2,0,5,12,12,0,0,1,0,0,,0,0,71.88,45.26
11/24/2012,26.28571429,3,0,5,11,11,0,0,1,0,0,,0,0,72.59,47.78
11/25/2012,15.25,4,0,5,9,9,0,0,93,95,95,,0,0,70.94,45.56
11/26/2012,15.125,5,0,0,8,9,1,0,93,95,95,,0,0,75.96,46.93
11/27/2012,17.42857143,6,0,0,8,8,0,0,94,98,99,,0,0,77.95,56.43
11/28/2012,19.41666667,7,0,0,8,9,1,0,94,98,99,,0,0,67.29,54.84
11/29/2012,24.14285714,8,0,0,8,8,0,0,85,56,73,,0,0,74.87,53.3
11/30/2012,18.53333333,9,0,0,10,10,0,0,77,56,72,,0,0,76.78,55.47
12/1/2012,16.5,10,0,0,10,10,0,0,77,56,72,,1,0,75.05,56.83
12/2/2012,17.25,11,0,0,10,10,0,0,93,98,98,,1,0,79.42,60.17
12/3/2012,10.92307692,12,0,0,10,11,1,0,93,98,98,,1,0,78.64,62.84
12/4/2012,11.88888889,13,0,0,9,9,0,0,94,98,99,,1,0,78.16,56.22
12/5/2012,10,14,0,0,10,11,1,0,94,98,99,,1,0,76.97,58.18
12/6/2012,11.6875,15,0,0,9,9,0,0,85,56,73,,1,0,79.24,61.37
12/7/2012,11.33333333,16,0,0,9,9,0,0,84,56,73,,1,0,75.53,62.6
12/8/2012,11.6,17,0,0,10,10,0,0,84,56,73,,1,0,79.4,62.73
12/9/2012,11.72727273,0,1,0,9,9,0,0,94,98,99,,0,0,81.31,65.48
12/10/2012,9.2,15,0,0,8,9,1,0,94,98,99,,0,0,80.8,64.57
12/11/2012,20.71428571,14,0,0,8,8,0,0,94,98,99,,0,0,80.09,67.51
12/12/2012,9.75,13,0,0,8,9,1,0,93,98,98,,0,0,79.61,65.87
12/13/2012,20.76470588,12,0,0,8,8,0,0,84,56,73,,0,0,65.2,55.53
12/14/2012,20.125,11,0,0,9,9,0,0,84,56,73,,0,0,69.94,56.67
12/15/2012,16.125,10,0,0,11,11,0,0,84,56,73,,0,0,77.87,56.67
12/16/2012,22.0625,9,0,0,10,10,0,0,85,96,93,,0,0,78.51,59.21
12/17/2012,8.571428571,8,0,0,10,11,1,0,85,96,93,,0,0,80.8,63.57
12/18/2012,7.285714286,7,0,0,10,10,0,0,85,96,93,,0,0,81.15,58.36
12/19/2012,12,6,0,0,11,12,1,0,84,90,91,,0,0,76.11,50.21
12/20/2012,9.875,5,0,0,10,10,0,0,73,44,63,,0,0,80.15,53.81
12/21/2012,17.5,4,0,0,11,11,0,0,60,39,49,,0,0,70,47.02
12/22/2012,34.875,3,0,5,11,11,0,0,60,39,49,,0,0,62,40.55
12/23/2012,41.66666667,2,0,5,12,12,0,0,0,0,0,,0,0,66.83,35.68
12/24/2012,17.5,0,1,0,13,13,0,0,0,0,0,,0,0,70.24,50.33
12/25/2012,18.09090909,0,1,5,13,14,1,0,0,0,0,,0,0,73.44,53.09
12/26/2012,10.55555556,2,0,5,13,13,0,0,0,0,0,,0,0,78.55,52.84
12/27/2012,22.2,3,0,5,13,13,0,0,0,0,0,,0,0,61.91,39.42
12/28/2012,66.5,4,0,5,13,14,1,0,0,0,0,,0,0,70.85,41.23
12/29/2012,3.5,3,0,5,13,14,1,0,0,0,0,,0,0,75.54,53.37
12/30/2012,60.09090909,2,0,5,13,14,1,0,0,0,0,,0,0,62.2,40.39
12/31/2012,21.63636364,0,1,0,12,13,1,0,0,0,0,,0,0,76.24,52.14
1/1/2013,23.08333333,0,1,5,12,13,1,0,0,0,0,,0,0,76.24,52.14
1/2/2013,32.77272727,2,0,5,12,12,0,0,35,6,31,,0,0,79.27,55.96
1/3/2013,54.16666667,3,0,0,11,11,0,0,41,6,35,,0,0,72.59,58.51
1/4/2013,26.28571429,4,0,0,11,11,0,0,41,6,35,,0,0,60.18,55.13
1/5/2013,72.33333333,5,0,0,11,11,0,0,41,6,35,,0,0,74.03,54.51
1/6/2013,13.05,6,0,0,11,11,0,0,80,77,80,,0,0,78.7,61.53
1/7/2013,13.27272727,7,0,0,8,9,1,0,80,77,80,,0,0,69.52,57.59
1/8/2013,15.85714286,8,0,0,8,8,0,0,90,95,95,,0,0,80.15,63.31
1/9/2013,9.444444444,9,0,0,8,9,1,0,92,98,98,,0,0,81.03,66.01
1/10/2013,6,10,0,0,8,8,0,0,82,56,72,,0,0,81.02,64.98
1/11/2013,17.26666667,11,0,0,9,9,0,0,82,56,72,,0,0,80.96,61.7
1/12/2013,11.19047619,10,0,0,10,10,0,0,82,56,72,,0,0,81.24,59.65
1/13/2013,10,9,0,0,9,9,0,0,94,98,99,,0,0,81.24,60.35
1/14/2013,10,8,0,0,8,9,1,0,94,98,99,,0,0,80.1,58.7
1/15/2013,7.6,7,0,0,8,8,0,0,94,98,99,,0,0,80.61,62.11
1/16/2013,10,6,0,0,8,9,1,0,92,75,93,,0,0,80.7,60.95
1/17/2013,15.16666667,5,0,0,8,8,0,0,84,56,73,,0,0,78.38,54.67
1/18/2013,15,4,0,0,8,8,0,0,76,30,57,,0,0,64.11,41.67
1/19/2013,39.36,3,0,2,11,11,0,0,76,30,57,,0,0,73.37,56.14
1/20/2013,49,2,0,2,11.5,11.5,0,0,0,0,0,,0,0,72.38,60.14
1/21/2013,18.42857143,0,1,0,10,11,1,0,0,0,0,,0,0,72.29,61.61
1/22/2013,14.28571429,2,0,2,8,8,0,0,87,95,89,,0,0,63.72,50.29
1/23/2013,16.83333333,3,0,2,8,9,1,0,93,98,96,,0,0,68.13,45.92
1/24/2013,13.2,4,0,2,8,8,0,0,85,56,73,,0,0,72.34,45.66
1/25/2013,13,5,0,0,8,8,0,0,84,56,72,,0,0,74.37,49.3
1/26/2013,25.5,6,0,0,11,11,0,0,84,56,72,,0,0,74.78,46.56
1/27/2013,25,7,0,0,10,10,0,0,92,98,96,,0,0,78.36,51.53
1/28/2013,10.91666667,7,0,0,8,9,1,0,92,98,96,,0,0,76.89,62.71
1/29/2013,6.333333333,6,0,0,8,8,0,0,93,98,97,,0,0,82.87,62.39
1/30/2013,13.08333333,5,0,0,8,9,1,0,94,98,99,,0,0,83.14,63.5
1/31/2013,22,4,0,0,8,8,0,0,85,56,73,,0,0,70.14,50.15
2/1/2013,7.555555556,3,0,2,8,8,0,0,84,56,73,,0,0,67.67,41.93
2/2/2013,31.11111111,2,0,2,11,11,0,0,84,56,73,,0,0,70.9,42.5
2/3/2013,40.37777778,0,1,0,11,11,0,0,94,98,98,,0,0,70.59,45.52
2/4/2013,14.92,2,0,2,8,9,1,0,94,98,98,,0,0,69.46,41.35
2/5/2013,18.51351351,3,0,0,8,8,0,0,95,98,99,,0,0,75.13,43.7
2/6/2013,19.68085106,4,0,0,8,9,1,0,94,87,94,,0,0,75.87,57.92
2/7/2013,14.33333333,5,0,0,8,8,0,0,84,56,73,,0,0,80.29,64.52
2/8/2013,34.61111111,5,0,0,10,10,0,0,84,56,73,,0,0,80.05,61.15
2/9/2013,35.02272727,4,0,0,11,11,0,0,84,56,73,,0,0,73.9,54.75
2/10/2013,38.15789474,3,0,0,11,11,0,0,87,98,96,,0,0,76.87,56.04
2/11/2013,27.47457627,2,0,0,10,11,1,0,87,98,96,,0,0,81.13,56.75
2/12/2013,34.93478261,0,1,0,10,10,0,0,93,98,98,,0,0,83.61,60.8
2/13/2013,28.94230769,0,1,1,10,11,1,0,93,98,98,,0,0,86.85,63.98
2/14/2013,18.61702128,0,1,0,10,10,0,0,83,56,73,,0,0,65.92,58.04
2/15/2013,18.20454545,2,0,1,10,10,0,0,74,53,62,,0,0,68.62,54.17
2/16/2013,41.96491228,3,0,4,12,12,0,0,74,53,62,,0,0,68.39,51.67
2/17/2013,32.73809524,2,0,4,11,11,0,0,26,45,32,,0,0,53.89,37.9
2/18/2013,45.56,0,1,0,12,13,1,0,26,45,32,,0,0,66.57,34.93
2/19/2013,40.69767442,2,0,4,11,11,0,0,85,84,83,,0,0,77.76,47.42
2/20/2013,35.57777778,3,0,4,11,12,1,0,90,96,88,,0,0,75.5,58.53
2/21/2013,28.88095238,4,0,4,10,10,0,0,81,56,69,,0,0,80.66,58
2/22/2013,20.62162162,5,0,4,10,10,0,0,81,56,69,,0,0,84.98,60.95
2/23/2013,29.40816327,6,0,4,11,11,0,0,81,56,69,,0,0,87.37,69.78
2/24/2013,14.28571429,0,1,0,9,9,0,0,91,98,95,,0,0,76.54,65.67
2/25/2013,13.27272727,8,0,0,8,9,1,0,91,98,95,,0,0,85.29,63.49
2/26/2013,21.66666667,9,0,0,8,8,0,0,93,98,96,,0,0,76.25,64.63
2/27/2013,37.12765957,10,0,0,9,10,1,0,92,98,96,,0,0,74.95,57.51
2/28/2013,35.95238095,11,0,0,8,8,0,0,83,56,71,,0,0,74.27,49.62
3/1/2013,43.01818182,12,0,0,9,9,0,0,81,56,70,,0,0,64.11,49.28
3/2/2013,33.77083333,13,0,0,11,11,0,0,81,56,70,,0,0,59.7,45.49
3/3/2013,16.58695652,14,0,0,11,11,0,0,92,98,98,,0,0,53.28,37.87
3/4/2013,21.35714286,14,0,0,11,12,1,0,92,98,98,,0,0,64.64,34.92
3/5/2013,32.90322581,13,0,0,11,11,0,0,92,98,98,,0,0,75.87,41.65
3/6/2013,30.63829787,12,0,0,11,12,1,0,93,98,98,,0,0,67.9,50.48
3/7/2013,29.19047619,11,0,0,10,10,0,0,82,56,73,,0,0,66.63,42.48
3/8/2013,30.80357143,10,0,0,10,10,0,0,79,56,71,,0,0,73.78,42.93
3/9/2013,15,9,0,0,12,12,0,0,79,56,71,,0,0,73.91,46.6
3/10/2013,28.58730159,8,0,0,12,12,0,0,80,85,83,,0,0,76.55,54.92
3/11/2013,28.73076923,7,0,0,12,13,1,0,80,85,83,,0,0,77.13,54.98
3/12/2013,14.05970149,6,0,0,12,12,0,0,81,85,84,,0,0,71.05,58.34
3/13/2013,48.9245283,5,0,0,12,13,1,0,81,85,84,,0,0,73.74,52.22
3/14/2013,45.28301887,4,0,0,12,12,0,0,72,54,64,,0,0,66.46,48.33
3/15/2013,30.94230769,3,0,0,12,12,0,0,68,49,60,,0,0,71.28,41.15
3/16/2013,37.45833333,2,0,0,11,11,0,0,68,49,60,,0,0,78.48,44.86
3/17/2013,26.04166667,0,1,0,10,10,0,0,88,94,96,,0,0,76.84,48.46
3/18/2013,11.42857143,2,0,1,10,11,1,0,88,94,96,,0,0,78.68,62.6
3/19/2013,13.17021277,3,0,0,10,10,0,0,88,94,95,,0,0,84.65,63.14
3/20/2013,10.59574468,4,0,0,11,12,1,0,87,73,90,,0,0,75.01,60.64
3/21/2013,25.14285714,5,0,0,10,10,0,0,80,54,71,,0,0,70.39,52.38
3/22/2013,27.46808511,6,0,0,11,11,0,0,74,39,57,,0,0,78.05,47.63
3/23/2013,13.14285714,7,0,0,12,12,0,0,74,39,57,,0,0,85.07,62.84
3/24/2013,10.6875,6,0,0,13,13,0,0,66,19,46,,0,0,81.58,67.8
3/25/2013,55.7,5,0,0,13,13,0,0,66,19,46,,0,0,71.76,55.51
3/26/2013,53.87931034,0,1,0,13,13,0,0,66,19,46,,0,0,60.24,47.27
3/27/2013,64.47368421,3,0,0,13,14,1,0,62,0,36,,0,0,62.59,41.47
3/28/2013,49.69230769,2,0,0,12,12,0,0,53,0,31,,0,0,70.98,41.51
3/29/2013,27.9245283,0,1,0,12,12,0,0,32,0,18,,0,0,73.09,45.74
3/30/2013,13.35714286,2,0,0,12,13,1,0,32,0,18,,0,0,77.02,47.69
3/31/2013,15.33870968,0,1,0,12,12,0,0,55,84,68,,0,0,81.48,59.48
4/1/2013,37.66037736,0,1,5,13,13,0,0,55,84,68,,0,0,83.7,62.44
4/2/2013,60.1,2,0,5,13,13,0,0,69,98,78,,0,0,82.13,62.85
4/3/2013,61.25,3,0,5,13,14,1,0,72,98,79,,0,0,82.59,61.81
4/4/2013,28.23529412,4,0,0,13,13,0,0,63,56,56,,0,0,73.33,67.11
4/5/2013,23.68965517,5,0,0,12,12,0,0,62,50,53,,0,0,74.69,59.41
4/6/2013,13.66666667,6,0,0,12,13,1,0,62,50,53,,0,0,76.02,55.8
4/7/2013,21.3559322,7,0,0,12,12,0,0,82,98,91,,0,0,79.93,59.34
4/8/2013,23,8,0,0,10,11,1,0,82,98,91,,0,0,82.19,60.78
4/9/2013,36.66666667,9,0,0,10,10,0,0,84,98,93,,0,0,82.37,63.2
4/10/2013,9.076923077,10,0,0,10,11,1,0,84,98,93,,0,0,86.06,61.17
4/11/2013,16.37209302,11,0,0,10,10,0,0,75,56,68,,0,0,87.48,70.83
4/12/2013,21.61111111,12,0,0,10,10,0,0,75,56,68,,0,0,84.65,73.2
4/13/2013,15.93406593,13,0,0,10,10,0,0,75,56,68,,0,0,85.47,68.22
4/14/2013,27.21590909,14,0,0,11,11,0,0,89,98,95,,0,0,85.04,67.59
4/15/2013,16.38888889,15,0,0,10,11,1,0,89,98,95,,0,0,88.46,66.12
4/16/2013,17.91397849,16,0,0,10,10,0,0,91,98,97,,0,0,84.8,69.24
4/17/2013,24.63551402,17,0,0,11,12,1,0,90,98,97,,0,0,82.27,66.63
4/18/2013,32.93478261,18,0,0,10,10,0,0,81,56,72,,0,0,86.56,66.37
4/19/2013,21.43820225,17,0,0,11,11,0,0,80,56,72,,0,0,89.94,72
4/20/2013,24.94382022,16,0,0,10,10,0,0,80,56,72,,0,0,74.8,61.93
4/21/2013,19.62765957,15,0,0,11,12,1,0,90,98,97,,0,0,77.41,61.8
4/22/2013,21.26363636,14,0,0,10,10,0,0,90,98,97,,0,0,77.25,65.8
4/23/2013,20.98901099,13,0,0,10,10,0,0,92,98,98,,0,0,80.18,63.51
4/24/2013,22.34375,12,0,0,10,10,0,0,93,98,98,,0,0,83.59,59.09
4/25/2013,21.77659574,11,0,0,10,10,0,0,82,56,72,,0,0,84.81,62.28
4/26/2013,31.14130435,10,0,0,10,10,0,0,81,56,71,,0,0,86.15,64.19
4/27/2013,19.25892857,9,0,0,12,13,1,0,81,56,71,,0,0,82.13,65.65
4/28/2013,27.96969697,8,0,0,12,12,0,0,93,93,96,,0,0,81.81,65.14
4/29/2013,13.55670103,7,0,0,10,11,1,0,93,93,96,,0,0,84.56,65.51
4/30/2013,11.39240506,6,0,0,9,9,0,0,94,98,99,,0,0,86.24,67
5/1/2013,15.37234043,5,0,0,9,10,1,0,94,98,99,,0,0,76.81,68.53
5/2/2013,15.74193548,4,0,0,10,10,0,0,85,56,73,,0,0,74.5,66.87
5/3/2013,30.35555556,3,0,0,10,10,0,0,84,56,71,,0,0,80,67.57
5/4/2013,17.82474227,2,0,0,11,11,0,0,84,56,71,,0,0,82.02,68.37
5/5/2013,59.36046512,0,1,0,10,10,0,0,94,98,99,,0,0,77.72,62.8
5/6/2013,18.5,2,0,1,10,11,1,0,94,98,99,,0,0,77.55,61.92
5/7/2013,22.23809524,3,0,0,9,9,0,0,95,98,99,,0,0,78.48,55.58
5/8/2013,24.83838384,4,0,0,9,10,1,0,94,98,98,,0,0,81.32,60.42
5/9/2013,28.33333333,4,0,0,10,10,0,0,85,56,73,,0,0,84.13,61.08
5/10/2013,15.55,3,0,0,10,10,0,0,85,56,73,,0,0,88.14,65.28
5/11/2013,14.22093023,2,0,0,11,11,0,0,85,56,73,,0,0,88.46,68.3
5/12/2013,22.23232323,0,1,0,10,10,0,0,94,98,99,,0,0,88.62,69.24
5/13/2013,18.75247525,2,0,1,9,10,1,0,94,98,99,,0,0,82.33,67.2
5/14/2013,28.87209302,3,0,0,9,9,0,0,94,98,99,,0,0,82.32,59.1
5/15/2013,36.32954545,0,1,0,9,9,0,0,94,98,99,,0,0,83.33,59.42
5/16/2013,33.81372549,5,0,0,10,10,0,0,84,56,73,,0,0,84.77,64.59
5/17/2013,17.18681319,6,0,0,10,10,0,0,84,56,72,,0,0,86.41,65.01
5/18/2013,17.43396226,7,0,0,12,13,1,0,84,56,72,,0,0,90.28,67.81
5/19/2013,14.9537037,8,0,0,12,12,0,0,94,98,99,,0,0,86.95,72.05
5/20/2013,18.95,8,0,0,11,12,1,0,94,98,99,,0,0,88.12,70.83
5/21/2013,36.82795699,7,0,0,11,11,0,0,93,98,98,,0,0,79.24,69.17
5/22/2013,25.28888889,6,0,0,10,10,0,0,92,94,96,,0,0,85.07,68.34
5/23/2013,23.44791667,5,0,0,10,10,0,0,79,51,68,,0,0,88.71,69.95
5/24/2013,33.5,4,0,3,10,10,0,0,73,51,65,,0,0,91.9,70.22
5/25/2013,25.30630631,3,0,3,12,13,1,0,73,51,65,,0,0,84.09,69.99
5/26/2013,52.53164557,2,0,3,12,12,0,0,0,0,0,,0,0,83.48,61.84
5/27/2013,31.86725664,0,1,0,12,13,1,0,0,0,0,,0,0,84.11,65.31
5/28/2013,54.60416667,2,0,3,11,11,0,0,81,91,87,,0,0,84.68,68.2
5/29/2013,29.33695652,3,0,0,10,10,0,0,81,91,87,,0,0,82.19,70.87
5/30/2013,20.49438202,4,0,0,10,10,0,0,68,46,58,,1,0,84.38,73
5/31/2013,37.6122449,5,0,0,10,10,0,0,67,46,58,,1,0,84.81,71.63
6/1/2013,30.53773585,6,0,0,10,11,1,0,67,46,58,,1,0,86.22,72.67
6/2/2013,46.19565217,7,0,0,10,10,0,0,73,93,84,,1,0,89.85,73.4
6/3/2013,26.82242991,8,0,0,11,12,1,0,73,93,84,,0,0,86.92,73.51
6/4/2013,45.22077922,9,0,0,11,11,0,0,73,93,76,,0,0,84.73,72.79
6/5/2013,35.1375,10,0,0,9,9,0,0,68,64,71,,0,0,80.37,72.67
6/6/2013,10.56989247,11,0,0,11,11,0,0,54,25,36,,0,0,79,72.79
6/7/2013,62.73404255,10,0,0,11,11,0,0,44,15,28,,0,0,87.03,72.67
6/8/2013,23.93137255,9,0,0,10,11,1,0,44,15,28,,0,0,88.41,72.11
6/9/2013,40.18095238,8,0,0,10,10,0,0,44,13,31,,0,0,88.5,71.2
6/10/2013,40.5462963,7,0,0,11,12,1,0,44,13,31,,0,0,89,74.03
6/11/2013,59.45,6,0,0,11,11,0,0,42,13,29,,0,0,88.21,73.14
6/12/2013,59.57843137,5,0,0,11,12,1,0,41,13,28,,0,0,92.13,71.34
6/13/2013,40.34653465,4,0,0,11,11,0,0,34,5,15,,0,0,91.49,73.44
6/14/2013,41.27777778,3,0,0,10,10,0,0,32,5,15,,0,0,90.61,74.39
6/15/2013,16.78947368,2,0,0,10,10,0,0,32,5,15,,0,0,87.88,76.16
6/16/2013,23.63043478,0,1,0,10,10,0,0,29,13,19,,0,0,87.86,76.34
6/17/2013,24.15841584,2,0,1,11,12,1,0,29,13,19,,0,0,88.4,75.41
6/18/2013,40.50505051,3,0,0,11,11,0,0,29,13,18,,0,0,91.63,72.63
6/19/2013,52.11881188,4,0,0,11,12,1,0,26,13,14,,0,0,90.15,73.63
6/20/2013,29.59770115,5,0,0,11,11,0,0,17,5,4,,0,0,91.22,73.11
6/21/2013,25.86597938,6,0,0,10,10,0,0,16,5,4,,0,0,88.17,72.22
6/22/2013,15.44791667,7,0,0,10,10,0,0,16,5,4,,0,0,89.69,72.34
6/23/2013,16.02272727,8,0,0,10,10,0,0,17,13,13,,0,0,86.71,73.67
6/24/2013,25.59340659,9,0,0,11,12,1,0,17,13,13,,0,0,88.28,73.67
6/25/2013,45.77272727,10,0,0,11,11,0,0,16,11,6,,0,0,89.39,74.16
6/26/2013,61.78504673,9,0,0,11,12,1,0,14,5,4,,0,0,89.67,74.45
6/27/2013,45.94736842,8,0,0,11,11,0,0,12,5,3,,0,0,90.13,72.74
6/28/2013,25.33707865,7,0,0,10,10,0,0,11,5,3,,0,0,90.78,74.61
6/29/2013,19.06976744,6,0,0,10,10,0,0,11,5,3,,0,0,87.38,75.28
6/30/2013,19.37209302,5,0,0,10,10,0,0,3,0,1,,0,0,85.55,73.89
7/1/2013,27.28712871,4,0,0,11,12,1,0,3,0,1,,0,0,83.35,73.07
7/2/2013,28.40860215,3,0,4,11,11,0,0,3,0,1,,0,0,80.45,73.36
7/3/2013,21.84070796,2,0,4,11,12,1,0,3,0,1,,0,0,86.03,73.2
7/4/2013,14.68181818,0,1,0,10,10,0,0,0,0,0,,0,0,88.78,72.87
7/5/2013,35.1978022,2,0,4,11,11,0,0,4,0,2,,0,0,87.84,74.2
7/6/2013,13.29787234,3,0,4,10,10,0,0,4,0,2,,0,0,89.42,74.03
7/7/2013,9.227272727,4,0,0,10,10,0,0,9,0,3,,0,0,89.89,74.51
7/8/2013,16.4893617,5,0,0,10,11,1,0,9,0,3,,0,0,89.29,75.18
7/9/2013,19.88888889,6,0,0,10,10,0,0,9,0,3,,0,0,89.93,74.34
7/10/2013,35.82524272,7,0,0,11,12,1,0,9,0,3,,0,0,87.36,74.46
7/11/2013,14.67391304,8,0,0,11,11,0,0,9,0,3,,0,0,88.83,74.14
7/12/2013,17.78021978,9,0,0,10,10,0,0,9,0,3,,0,0,85.32,73.61
7/13/2013,9.875,10,0,0,10,10,0,0,9,0,3,,0,0,88.65,72.74
7/14/2013,13.21176471,11,0,0,10,10,0,0,9,0,3,,0,0,86.44,71.83
7/15/2013,13.8172043,12,0,0,10,11,1,0,9,0,3,,0,0,84.13,71.87
7/16/2013,42.21176471,13,0,0,11,11,0,0,9,0,2,,0,0,86.85,73.98
7/17/2013,48.46,14,0,0,11,12,1,0,9,0,2,,0,0,87.11,74.67
7/18/2013,26.38461538,15,0,0,11,11,0,0,11,0,3,,0,0,84.45,73.3
7/19/2013,21.25842697,16,0,0,10,10,0,0,14,8,5,,0,0,88.09,72.5
7/20/2013,13.16853933,17,0,0,10,10,0,0,14,8,5,,0,0,88.22,72.5
7/21/2013,18.03529412,18,0,0,10,10,0,0,14,8,5,,0,0,89.74,72.77
7/22/2013,15.86138614,19,0,0,11,12,1,0,14,8,5,,0,0,89.94,73.98
7/23/2013,38.71717172,20,0,0,11,11,0,0,15,8,5,,0,0,84.57,73.65
7/24/2013,25.16091954,21,0,0,12,13,1,0,15,8,5,,0,0,86.03,74.65
7/25/2013,36.09473684,22,0,0,10,10,0,0,19,8,5,,0,0,83.4,72.9
7/26/2013,14.62222222,23,0,0,10,10,0,0,17,8,5,,0,0,91.66,74.51
7/27/2013,13.71111111,24,0,0,10,10,0,0,17,8,5,,0,0,89.95,74.7
7/28/2013,15.74698795,25,0,0,9,9,0,0,18,8,5,,0,0,90,73
7/29/2013,12.79807692,26,0,0,10,11,1,0,18,8,5,,0,0,91.17,73.5
7/30/2013,15.10416667,27,0,0,10,10,0,0,19,8,5,,0,0,91.24,75.66
7/31/2013,20.27835052,28,0,0,11,12,1,0,19,10,5,,0,0,89.45,76.5
8/1/2013,18.85227273,29,0,0,10,10,0,0,20,10,5,,0,0,90.34,74.67
8/2/2013,14.60824742,30,0,0,10,10,0,0,19,10,5,,0,0,91.24,74.88
8/3/2013,13.52272727,31,0,0,10,10,0,0,19,10,5,,0,0,90.78,75
8/4/2013,18.75,30,0,0,10,10,0,0,23,10,6,,0,0,88.83,75.2
8/5/2013,16.80851064,29,0,0,10,11,1,0,23,10,6,,0,0,90.39,76.05
8/6/2013,39.63917526,28,0,0,11,11,0,0,23,10,6,,0,0,91.36,74.67
8/7/2013,36.83809524,27,0,0,12,13,1,0,26,10,10,,0,0,89.51,77.34
8/8/2013,28.03333333,26,0,0,10,10,0,0,27,15,11,,0,0,90.45,76.5
8/9/2013,26.38202247,25,0,0,10,10,0,0,27,15,11,,0,0,90.99,76.03
8/10/2013,16.89690722,24,0,0,10,10,0,0,27,15,11,,0,0,91.72,73.79
8/11/2013,17,23,0,0,9,9,0,0,34,18,16,,0,0,93.12,75.66
8/12/2013,14.3592233,22,0,0,10,11,1,0,34,18,16,,0,0,92.89,75.91
8/13/2013,19.45054945,21,0,0,10,10,0,0,34,18,17,,0,0,93.19,75.19
8/14/2013,34.75257732,20,0,0,11,12,1,0,37,21,21,,0,0,91.9,76.73
8/15/2013,26.20879121,19,0,0,10,10,0,0,39,21,22,,0,0,91.67,75.3
8/16/2013,13.88235294,18,0,0,10,10,0,0,39,21,22,,0,0,90.78,77.85
8/17/2013,16.96629213,17,0,0,10,10,0,0,39,21,22,,0,0,91.27,76.36
8/18/2013,22.93103448,16,0,0,10,10,0,0,51,87,52,,0,0,87.79,76.91
8/19/2013,12.7706422,15,0,0,10,11,1,0,51,87,52,,0,0,86.83,75.56
8/20/2013,15.55952381,14,0,0,9,9,0,0,53,98,60,,0,0,91.04,76.36
8/21/2013,30.38235294,13,0,0,10,11,1,0,55,98,63,,0,0,90.07,77.34
8/22/2013,23.16494845,12,0,0,9,9,0,0,57,98,63,,0,0,84.85,77.01
8/23/2013,10.2875,11,0,0,8,8,0,0,57,98,63,,0,0,89.17,76.34
8/24/2013,11.10989011,10,0,0,9,9,0,0,57,98,63,,0,0,89.75,75
8/25/2013,14.47058824,9,0,0,9,9,0,0,79,98,85,,0,0,84.83,75.03
8/26/2013,10.13333333,8,0,0,8,9,1,0,79,98,85,,0,0,86.26,74.78
8/27/2013,10.11538462,7,0,0,8,8,0,0,81,98,85,,0,0,87.79,74.23
8/28/2013,25.23,6,0,0,10,11,1,0,82,98,85,,0,0,89.83,71.97
8/29/2013,11.97590361,5,0,0,8,8,0,0,83,98,86,,0,0,90.41,73.45
8/30/2013,10.89041096,4,0,0,8,8,0,0,82,100,86,,0,0,91.22,75.27
8/31/2013,9.504761905,3,0,0,10,10,0,0,82,100,86,,0,0,91.12,74.34
9/1/2013,13.37634409,2,0,1,10,10,0,0,0,0,0,,0,0,90.55,72.97
9/2/2013,10.28089888,0,1,0,9,10,1,0,0,0,0,,0,0,88.6,73.13
9/3/2013,9.628205128,2,0,1,8,8,0,0,90,98,90,,0,0,87.89,72.78
9/4/2013,10.91764706,3,0,0,8,9,1,0,94,98,91,,0,0,90.65,75.42
9/5/2013,11.8115942,0,1,0,8,8,0,0,89,62,80,,0,0,90.54,74.97
9/6/2013,9.736842105,5,0,0,8,8,0,0,91,88,86,,0,0,89.18,73.11
9/7/2013,14.15714286,6,0,0,8,8,0,0,91,88,86,,0,0,86,72.83
9/8/2013,9.975308642,7,0,0,8,8,0,0,94,96,98,,0,0,89.76,73.73
