DATE,wait_time,HOLIDAYPX,HOLIDAY,HOLIDAYM,AKHOURS,AKHOURSEMH,AKEMHMORN,AKEMHEVE,inSession,inSession_Florida,inSession_sqrt_WDW,WDWTICKETSEASON,WDWevent,AKevent,WDWMAXTEMP,WDWMINTEMP
1/20/2014,25.96376812,0,1,0,11,12,1,0,0,0,0,,0,0,71.28,40.24
1/21/2014,11.49090909,2,0,2,9,9,0,0,89,87,87,,0,0,72.39,53.1
1/22/2014,11.7443609,3,0,2,9,10,1,0,94,98,97,,0,0,55.29,40.66
1/23/2014,8.796992481,4,0,2,8,8,0,0,95,98,99,,0,0,61.63,38.24
1/24/2014,6.092436975,5,0,0,8,8,0,0,94,98,96,,0,0,57.12,44.2
1/25/2014,18.77777778,6,0,0,11,11,0,0,94,98,96,,0,0,70.72,44.67
1/26/2014,15.54074074,7,0,0,10,10,0,0,91,98,97,,0,0,67.36,50.06
1/27/2014,12.69277108,7,0,0,8,9,1,0,91,98,97,,0,0,79.78,60.63
1/28/2014,18.53125,6,0,0,8,8,0,0,94,98,98,,0,0,80.49,54.92
1/29/2014,4.848484848,5,0,0,8,9,1,0,94,98,98,,0,0,65.69,45.94
1/30/2014,5.029850746,4,0,0,8,8,0,0,94,98,97,,0,0,52.07,43.73
1/31/2014,14.39705882,3,0,2,8,8,0,0,90,98,96,,0,0,64.2,49.43
2/1/2014,14.24137931,2,0,2,11,11,0,0,90,98,96,,0,0,78.09,58.39
2/2/2014,25.19083969,0,1,0,11,11,0,0,95,98,98,,0,0,83.59,64.57
2/3/2014,15.11904762,2,0,2,9,10,1,0,95,98,98,,0,0,84.72,62.47
2/4/2014,15.68309859,3,0,0,8,8,0,0,95,98,99,,0,0,84.99,64.73
2/5/2014,12.1826087,4,0,0,8,9,1,0,95,98,98,,0,0,84.56,68.27
2/6/2014,7.528,5,0,0,8,8,0,0,95,98,99,,0,0,71.97,51.06
2/7/2014,6.144,6,0,0,11,11,0,0,93,87,94,,0,0,59.11,50.53
2/8/2014,5.223880597,7,0,0,12,12,0,0,93,87,94,,0,0,59.78,54.84
2/9/2014,26.09489051,6,0,0,12,12,0,0,84,98,97,,0,0,73.02,52.23
2/10/2014,11.52136752,5,0,0,9,9,0,0,84,98,97,,0,0,74.5,50.48
2/11/2014,5.351145038,4,0,0,9,10,1,0,95,98,98,,0,0,80.31,52.61
2/12/2014,8.906666667,3,0,0,9,10,1,0,94,98,96,,0,0,79.74,59.72
2/13/2014,13.94067797,2,0,0,9,9,0,0,94,98,98,,0,0,63.83,46.35
2/14/2014,12.67241379,0,1,0,9,9,0,0,83,98,91,,0,0,64.74,40.19
2/15/2014,29.256,2,0,4,13,13,0,0,83,98,91,,0,0,70.72,48.71
2/16/2014,31.04395604,2,0,4,13,13,0,0,15,14,20,,0,0,71.39,43.65
2/17/2014,14.51239669,0,1,0,13,14,1,0,15,14,20,,0,0,75.8,45.53
2/18/2014,17.65811966,2,0,4,12,12,0,0,85,85,83,,0,0,81,50.07
2/19/2014,15.50847458,3,0,4,11,12,1,0,91,98,89,,0,0,81.45,55.44
2/20/2014,14.41176471,4,0,4,10,10,0,0,91,98,89,,0,0,84.33,56.32
2/21/2014,15.04032258,5,0,4,10,10,0,0,90,95,86,,0,0,81.16,65.69
2/22/2014,14.75892857,6,0,4,11,11,0,0,90,95,86,,0,0,75.63,64.74
2/23/2014,14.38356164,7,0,0,10,10,0,0,95,98,96,,0,0,84.46,63.65
2/24/2014,10.3490566,8,0,0,9,10,1,0,95,98,96,,0,0,77.05,63.37
2/25/2014,13.17857143,8,0,0,9,9,0,0,95,98,97,,0,0,79.94,61.59
2/26/2014,11.8699187,7,0,0,10,11,1,0,95,98,97,,0,0,74.81,57.86
2/27/2014,8.283464567,6,0,0,10,10,0,0,95,98,96,,0,0,63.87,54
2/28/2014,15.93478261,5,0,0,10,10,0,0,93,98,94,,0,0,70.03,48.81
3/1/2014,26.35820896,4,0,0,12,12,0,0,93,98,94,,0,0,74.61,51.11
3/2/2014,25.64102564,3,0,0,11,11,0,0,93,87,94,,0,0,79.5,56.07
3/3/2014,24.59398496,2,0,0,11,12,1,0,93,87,94,,0,0,82.24,56.58
3/4/2014,22.60144928,0,1,0,11,11,0,0,93,98,99,,0,0,79.32,59.71
3/5/2014,21.55172414,0,1,1,11,12,1,0,93,98,99,,0,0,75.34,58.73
3/6/2014,5.810606061,2,0,0,11,11,0,0,94,98,99,,0,0,68.73,59.87
3/7/2014,19.6,3,0,0,11,11,0,0,93,98,99,,0,0,63.3,48
3/8/2014,15.1443299,4,0,0,12,12,0,0,93,98,99,,0,0,72.59,47.67
3/9/2014,10.50588235,5,0,0,12,12,0,0,81,87,86,,1,0,78.28,53.23
3/10/2014,13.93129771,6,0,0,12,13,1,0,81,87,86,,0,0,79.27,56.86
3/11/2014,25.82417582,7,0,0,12,12,0,0,82,87,86,,0,0,81.69,53.69
3/12/2014,7.663366337,6,0,0,12,13,1,0,82,87,86,,0,0,78.52,66
3/13/2014,23.49565217,5,0,0,12,12,0,0,82,87,86,,0,0,67.09,50.91
3/14/2014,17.09322034,4,0,0,12,12,0,0,74,75,78,,0,0,72.8,47.58
3/15/2014,12.2173913,3,0,0,11,11,0,0,74,75,78,,0,0,78.26,52.48
3/16/2014,13.46391753,0,1,0,11,11,0,0,85,68,86,,0,0,83.37,59.7
3/17/2014,6.311926606,0,1,0,11,12,1,0,85,68,86,,0,0,75.87,68.94
3/18/2014,34.15053763,2,0,1,11,11,0,0,86,68,87,,0,0,73.94,60.53
3/19/2014,29.72972973,3,0,0,11,12,1,0,86,68,87,,0,0,77.62,56.55
3/20/2014,22.80172414,4,0,0,10,10,0,0,85,66,86,,0,0,80.27,60
3/21/2014,17.13978495,5,0,0,10,10,0,0,78,48,75,,0,0,81.01,63.37
3/22/2014,18.02702703,6,0,0,11,11,0,0,78,48,75,,0,0,83.78,65.96
3/23/2014,27.49122807,7,0,0,11,11,0,0,82,37,72,,0,0,81.72,65.38
3/24/2014,28.90410959,8,0,0,11,12,1,0,82,37,72,,0,0,73.96,64.67
3/25/2014,32.91666667,9,0,0,12,12,0,0,83,47,74,,0,0,74.08,60.51
3/26/2014,40.19402985,10,0,0,12,13,1,0,84,47,75,,0,0,62.63,45.24
3/27/2014,29.54761905,11,0,0,12,12,0,0,84,47,75,,0,0,67.19,48.73
3/28/2014,11.07594937,12,0,0,11,11,0,0,78,47,65,,0,0,80.89,61.34
3/29/2014,12.70588235,13,0,0,11,11,0,0,78,47,65,,0,0,77.74,66.43
3/30/2014,20.02898551,14,0,0,12,12,0,0,78,95,85,,0,0,74.59,56.92
3/31/2014,12,0,1,0,10,11,1,0,78,95,85,,0,0,75.36,51.9
4/1/2014,9.80794702,16,0,0,10,10,0,0,83,98,91,,0,0,81.74,50.46
4/2/2014,17.19631902,17,0,0,11,12,1,0,85,98,92,,0,0,83.93,56.58
4/3/2014,22.04605263,16,0,0,11,11,0,0,86,100,93,,0,0,84.56,59.31
4/4/2014,9.104895105,15,0,0,11,11,0,0,83,94,90,,0,0,83.82,63.4
4/5/2014,15.76756757,14,0,0,12,12,0,0,83,94,90,,0,0,83.24,63.64
4/6/2014,11.31756757,13,0,0,11,11,0,0,86,98,90,,0,0,86.09,67.57
4/7/2014,10.79333333,12,0,0,10,11,1,0,86,98,90,,0,0,89.91,69.42
4/8/2014,5.6,11,0,0,10,10,0,0,89,98,94,,0,0,78.39,64.51
4/9/2014,32.0859375,10,0,0,11,12,1,0,88,98,94,,0,0,73.63,57.15
4/10/2014,25.78740157,9,0,0,11,11,0,0,88,98,94,,0,0,76.95,56.08
4/11/2014,11.52459016,8,0,0,11,11,0,0,87,98,94,,0,0,78.51,58.84
4/12/2014,8.707482993,7,0,0,11,11,0,0,87,98,94,,0,0,81.89,63.53
4/13/2014,11.28289474,6,0,0,13,13,0,0,72,98,69,,0,0,82.33,65.71
4/14/2014,8.733333333,5,0,0,13,13,0,0,72,98,69,,0,0,87.59,67.84
4/15/2014,11.78125,0,1,0,13,13,0,0,72,98,69,,0,0,87.07,66.9
4/16/2014,22.26285714,3,0,0,13,14,1,0,71,98,69,,0,0,74.41,52.49
4/17/2014,8.401162791,2,0,0,13,13,0,0,70,98,69,,0,0,75.13,62.63
4/18/2014,7.202312139,0,1,0,12,12,0,0,36,34,33,,0,0,81.38,68.5
4/19/2014,9.024390244,2,0,0,11,12,1,0,36,34,33,,0,0,76,64.67
4/20/2014,9.32885906,0,1,0,11,11,0,0,71,98,86,,0,0,69.91,61.33
4/21/2014,15.08641975,0,1,5,12,12,0,0,71,98,86,,0,0,72.16,61.37
4/22/2014,17.19428571,2,0,5,12,12,0,0,88,98,96,,0,0,79.96,58.11
4/23/2014,12.23489933,3,0,5,11,12,1,0,89,98,96,,0,0,83.88,62.53
4/24/2014,7.643312102,4,0,0,12,12,0,0,89,98,95,,0,0,86.48,64.86
4/25/2014,10.89937107,5,0,0,10,10,0,0,87,98,95,,0,0,86.13,66.61
4/26/2014,8.225274725,6,0,0,10,11,1,0,87,98,95,,0,0,87.08,67.09
4/27/2014,15.20224719,7,0,0,12,12,0,0,95,98,99,,0,0,89.25,67.65
4/28/2014,6.588957055,8,0,0,9,10,1,0,95,98,99,,0,0,90.89,70.01
4/29/2014,7.964285714,7,0,0,9,9,0,0,95,98,99,,0,0,89.93,71.45
4/30/2014,13.00719424,6,0,0,9,10,1,0,95,98,99,,0,0,86.56,70.5
5/1/2014,9.661654135,5,0,0,9,9,0,0,95,98,99,,0,0,88.58,70.14
5/2/2014,13.78571429,4,0,0,11,11,0,0,94,98,96,,0,0,78.39,70.5
5/3/2014,6.256944444,3,0,0,10,10,0,0,94,98,96,,0,0,72.89,62.69
5/4/2014,23.07189542,2,0,0,12,12,0,0,95,98,99,,0,0,82.67,59.38
5/5/2014,10.99328859,0,1,0,10,11,1,0,95,98,99,,0,0,88.02,61.96
5/6/2014,12.79591837,2,0,1,10,10,0,0,95,98,98,,0,0,89.24,62.86
5/7/2014,13.68243243,3,0,0,10,11,1,0,95,98,99,,0,0,89.8,66.14
5/8/2014,22.625,4,0,0,10,10,0,0,95,98,99,,0,0,89.84,69.23
5/9/2014,8.188311688,3,0,0,10,10,0,0,94,98,98,,0,0,90.59,67.67
5/10/2014,19.45394737,2,0,0,10,10,0,0,94,98,98,,0,0,88.34,70.87
5/11/2014,12.875,0,1,0,10,10,0,0,95,98,99,,0,0,87.8,74.5
5/12/2014,11.4966443,2,0,1,9,10,1,0,95,98,99,,0,0,86.15,69.38
5/13/2014,9.055555556,3,0,0,9,9,0,0,95,98,99,,0,0,86.43,71.14
5/14/2014,7.961538462,4,0,0,9,9,0,0,95,98,99,,0,0,82.86,73.67
5/15/2014,11.24285714,5,0,0,10,10,0,0,95,98,99,,0,0,85.37,73.67
5/16/2014,17.05970149,6,0,0,10,10,0,0,93,98,97,,0,0,80.33,63.28
5/17/2014,20.06622517,7,0,0,11,12,1,0,93,98,97,,0,0,80.7,61.99
5/18/2014,14.87417219,8,0,0,11,11,0,0,95,98,99,,0,0,82.78,61.37
5/19/2014,9.956521739,8,0,0,10,11,1,0,95,98,99,,0,0,84.54,62.75
5/20/2014,15.74842767,7,0,0,10,10,0,0,94,98,96,,0,0,84.24,67.65
5/21/2014,11.67586207,6,0,0,10,10,0,0,94,98,99,,0,0,85.87,64.46
5/22/2014,14.09150327,5,0,0,10,10,0,0,92,98,96,,0,0,90.59,65.2
5/23/2014,11.10169492,4,0,3,11,11,0,0,85,94,90,,0,0,92.68,69.78
5/24/2014,7.493670886,3,0,3,13,14,1,0,85,94,90,,0,0,93.43,73.42
5/25/2014,13.71969697,2,0,3,13,13,0,0,0,0,0,,0,0,91.46,74.55
5/26/2014,11.19375,0,1,0,13,14,1,0,0,0,0,,0,0,87.05,73.51
5/27/2014,12.20261438,2,0,3,12,12,0,0,83,98,91,,0,0,87.78,71.2
5/28/2014,14,3,0,0,10,10,0,0,83,98,91,,0,0,89.32,70.5
5/29/2014,16.52755906,4,0,0,10,10,0,0,81,89,86,,0,0,90.34,71.13
5/30/2014,21.8778626,5,0,0,10,10,0,0,77,87,84,,0,0,85.36,70.84
5/31/2014,19.3129771,6,0,0,11,12,1,0,77,87,84,,0,0,82.97,72.5
6/1/2014,11.14285714,7,0,0,12,12,0,0,70,87,82,,0,0,83.83,72.79
6/2/2014,6.52173913,8,0,0,11,12,1,0,70,87,82,,0,0,82.2,72.84
6/3/2014,24.4522293,9,0,0,12,12,0,0,70,87,81,,0,0,81.02,68.64
6/4/2014,17.66666667,0,1,0,11,11,0,0,68,84,79,,0,0,85.35,69.47
6/5/2014,10.53076923,11,0,0,10,10,0,0,64,68,56,,1,0,88.83,67.34
6/6/2014,15.32679739,10,0,0,10,10,0,0,53,30,43,,1,0,91.16,71.93
6/7/2014,6.835443038,9,0,0,10,11,1,0,53,30,43,,1,0,92.36,75.44
6/8/2014,7.380952381,8,0,0,11,11,0,0,43,6,30,,1,0,92.37,72.61
6/9/2014,14.1027027,7,0,0,11,12,1,0,43,6,30,,0,0,90.98,72.18
6/10/2014,17.21311475,6,0,0,12,12,0,0,43,6,30,,0,0,92.23,72.67
6/11/2014,15.32967033,5,0,0,12,12,0,0,39,8,24,,0,0,85.63,71.34
6/12/2014,17.90243902,4,0,0,11,11,0,0,37,8,23,,0,0,86.27,71.2
6/13/2014,7.36196319,3,0,0,11,11,0,0,34,8,21,,0,0,83.69,70.37
6/14/2014,5.7,2,0,0,10,11,1,0,34,8,21,,0,0,85.12,72
6/15/2014,8.860759494,0,1,0,11,11,0,0,28,8,19,,0,0,89.93,70
6/16/2014,15.85555556,2,0,1,11,12,1,0,28,8,19,,0,0,85.75,70.98
6/17/2014,24.66081871,3,0,0,11,11,0,0,27,8,19,,0,0,88.41,71.19
6/18/2014,16.2752809,4,0,0,12,13,1,0,25,8,17,,0,0,86.78,72.78
6/19/2014,13.93421053,5,0,0,11,11,0,0,23,8,16,,0,0,84.83,72.11
6/20/2014,9.2375,6,0,0,11,11,0,0,21,8,14,,0,0,89.53,73.18
6/21/2014,9.743055556,7,0,0,10,10,0,0,21,8,14,,0,0,91.03,74.14
6/22/2014,10.42331288,8,0,0,11,11,0,0,15,8,11,,0,0,89.89,74.48
6/23/2014,10.15204678,9,0,0,11,12,1,0,15,8,11,,0,0,90.03,73.5
6/24/2014,18.44186047,10,0,0,11,11,0,0,15,8,11,,0,0,90.55,74.61
6/25/2014,20.71078431,10,0,0,11,12,1,0,15,8,11,,0,0,92.4,75.08
6/26/2014,11.26896552,9,0,0,11,11,0,0,14,8,11,,0,0,93.13,75.13
6/27/2014,11.52205882,8,0,0,10,10,0,0,12,8,3,,0,0,92.35,73.27
6/28/2014,13.26086957,7,0,0,10,10,0,0,12,8,3,,0,0,94.07,73.43
6/29/2014,5.136363636,6,0,0,10,10,0,0,4,0,0,,0,0,92.82,76.72
6/30/2014,8.785046729,5,0,0,11,12,1,0,4,0,0,,0,0,87.37,76.85
7/1/2014,13.07792208,4,0,0,11,11,0,0,5,0,0,,0,0,90.93,76.34
7/2/2014,21.75268817,3,0,4,11,12,1,0,5,0,0,,0,0,87.92,75.98
7/3/2014,9.439252336,2,0,4,11,11,0,0,5,0,0,,0,0,90.84,75.83
7/4/2014,6.824324324,0,1,0,11,11,0,0,0,0,0,,0,0,86.1,74.39
7/5/2014,5.807692308,2,0,4,10,10,0,0,0,0,0,,0,0,89.64,73.34
7/6/2014,7.456521739,3,0,4,10,10,0,0,8,0,2,,0,0,86.55,73.02
7/7/2014,10.61783439,4,0,0,10,11,1,0,8,0,2,,0,0,84.96,71.51
7/8/2014,14.40993789,5,0,0,11,11,0,0,10,0,3,,0,0,90.4,73.61
7/9/2014,15.77380952,6,0,0,11,12,1,0,10,0,3,,0,0,90.34,72.67
7/10/2014,8.484375,7,0,0,11,11,0,0,10,0,3,,0,0,89.82,73.2
7/11/2014,10.28571429,8,0,0,10,10,0,0,10,0,3,,0,0,87.55,73.36
7/12/2014,6.043165468,9,0,0,9,9,0,0,10,0,3,,0,0,91.2,75.18
7/13/2014,15.72619048,10,0,0,10,11,1,0,11,0,3,,0,0,90.43,74.81
7/14/2014,9.197080292,11,0,0,10,10,0,0,11,0,3,,0,0,89.7,74.3
7/15/2014,20.29069767,12,0,0,11,11,0,0,13,0,3,,0,0,89.04,73.16
7/16/2014,8,13,0,0,12,13,1,0,13,0,3,,0,0,82.7,73.5
7/17/2014,18.67080745,14,0,0,11,11,0,0,13,0,3,,0,0,87.5,75.33
7/18/2014,11.47692308,15,0,0,10,10,0,0,13,0,3,,0,0,91.87,74.45
7/19/2014,5.072847682,16,0,0,10,10,0,0,13,0,3,,0,0,91.5,75.97
7/20/2014,13.36040609,17,0,0,10,11,1,0,14,0,3,,0,0,91.44,77.67
7/21/2014,11.24324324,18,0,0,10,10,0,0,14,0,3,,0,0,91.26,73.25
7/22/2014,19.36507937,19,0,0,11,11,0,0,14,0,2,,0,0,91.21,73.97
7/23/2014,20.02392344,20,0,0,12,13,1,0,14,0,3,,0,0,90.83,73.93
7/24/2014,18.87755102,21,0,0,11,11,0,0,14,0,3,,0,0,91.14,76.64
7/25/2014,8.652849741,22,0,0,10,10,0,0,11,0,3,,0,0,90.75,75.7
7/26/2014,8.3875,23,0,0,10,10,0,0,11,0,3,,0,0,90.33,75.61
7/27/2014,7.020618557,24,0,0,10,11,1,0,15,0,3,,0,0,91.2,75.74
7/28/2014,7.756756757,25,0,0,10,10,0,0,15,0,3,,0,0,92.1,77.63
7/29/2014,10.6827957,26,0,0,10,10,0,0,15,0,3,,0,0,89.57,76.34
7/30/2014,18.04761905,27,0,0,11,12,1,0,17,0,3,,0,0,92.24,74.88
7/31/2014,10.95811518,28,0,0,10,10,0,0,17,0,3,,0,0,91.09,75.56
8/1/2014,5.626373626,29,0,0,10,10,0,0,17,0,3,,0,0,91.2,75.77
8/2/2014,11.55279503,30,0,0,10,10,0,0,17,0,3,,0,0,92.76,77.33
8/3/2014,9.225,30,0,0,10,11,1,0,21,0,6,,0,0,91.9,79.14
8/4/2014,10.7244898,29,0,0,11,11,0,0,21,0,6,,0,0,89.57,75.63
8/5/2014,22.17021277,28,0,0,11,11,0,0,22,0,7,,0,0,88.81,74.8
8/6/2014,24.30412371,27,0,0,11,12,1,0,23,0,8,,0,0,93.11,76.64
8/7/2014,14.07106599,26,0,0,11,11,0,0,23,0,8,,0,0,89.85,75.83
8/8/2014,12.33157895,25,0,0,10,10,0,0,25,0,9,,0,0,92.16,74.44
8/9/2014,8.018181818,24,0,0,10,10,0,0,25,0,9,,0,0,91.14,74.97
8/10/2014,12.56218905,23,0,0,10,11,1,0,33,4,15,,0,0,89.33,75.94
8/11/2014,12.67539267,22,0,0,10,10,0,0,33,4,15,,0,0,86.09,75.13
8/12/2014,18.42592593,21,0,0,10,10,0,0,34,4,15,,0,0,89.62,73.7
8/13/2014,16.68137255,20,0,0,11,12,1,0,36,4,18,,0,0,91.05,75.54
8/14/2014,10.14795918,19,0,0,10,10,0,0,38,4,22,,0,0,90,75.6
8/15/2014,7.079365079,18,0,0,10,10,0,0,37,4,21,,0,0,86.84,75.35
8/16/2014,10.0104712,17,0,0,10,10,0,0,37,4,21,,0,0,87.55,74.53
8/17/2014,18.03940887,16,0,0,10,11,1,0,47,88,53,,0,0,91.76,73.65
8/18/2014,10.38953488,15,0,0,9,9,0,0,47,88,53,,0,0,92.98,76.83
8/19/2014,9.609375,14,0,0,10,10,0,0,50,100,59,,0,0,93.7,75.59
8/20/2014,16.17307692,13,0,0,11,12,1,0,53,100,62,,0,0,94.78,76.53
8/21/2014,16.34615385,12,0,0,10,10,0,0,53,100,62,,0,0,95.79,78.45
8/22/2014,8.18902439,11,0,0,9,9,0,0,53,100,62,,0,0,93.91,76.62
8/23/2014,11.03723404,10,0,0,10,10,0,0,53,100,62,,0,0,94,75.62
8/24/2014,7.71641791,9,0,0,10,11,1,0,75,93,79,,0,0,95.1,76.15
8/25/2014,7.837078652,8,0,0,9,9,0,0,75,93,79,,0,0,89.89,79.14
8/26/2014,5.251396648,7,0,0,9,9,0,0,78,93,81,,0,0,90.09,75.77
8/27/2014,6.26,6,0,0,11,12,1,0,79,93,81,,0,0,90.04,75.79
8/28/2014,6.088235294,5,0,0,9,9,0,0,80,93,82,,0,0,92.18,74.64
8/29/2014,5.210843373,4,0,0,9,9,0,0,77,93,81,,0,0,87.17,74.78
8/30/2014,7.17989418,3,0,0,11,11,0,0,77,93,81,,0,0,92.04,73.61
8/31/2014,7.368131868,2,0,1,10,10,0,0,0,0,0,,0,0,90.63,76.46
9/1/2014,5.680851064,0,1,0,9,10,1,0,0,0,0,,0,0,92.88,75.81
9/2/2014,4.965517241,2,0,1,8,8,0,0,90,100,90,,0,0,90.96,75.97
9/3/2014,6.031446541,3,0,0,8,9,1,0,93,100,91,,0,0,90.24,74.91
9/4/2014,5.454545455,4,0,0,8,8,0,0,94,100,98,,0,0,88.51,74.54
9/5/2014,5.067567568,5,0,0,8,8,0,0,94,100,98,,0,0,88.7,74.14
9/6/2014,5.786163522,6,0,0,8,8,0,0,94,100,98,,0,0,85.96,72.83
9/7/2014,5.207317073,7,0,0,8,9,1,0,94,100,99,,0,0,87.78,73.74
9/8/2014,8.373417722,8,0,0,8,8,0,0,94,100,99,,0,0,89.48,72.98
9/9/2014,10.17763158,9,0,0,8,8,0,0,95,100,99,,0,0,90.3,74.3
9/10/2014,8.283783784,10,0,0,8,8,0,0,95,100,99,,0,0,89.1,74.68
9/11/2014,9.75,11,0,0,8,8,0,0,95,100,99,,0,0,89.55,74.64
9/12/2014,8.803278689,12,0,0,9,10,1,0,94,100,98,,0,0,88.61,76.34
9/13/2014,9.129251701,13,0,0,9,9,0,0,94,100,98,,0,0,90.56,74.89
9/14/2014,13.94444444,14,0,0,10,10,0,0,93,97,97,,0,0,89.57,74.54
9/15/2014,7.513812155,15,0,0,9,10,1,0,93,97,97,,0,0,90.56,73.44
9/16/2014,9.335766423,16,0,0,8,8,0,0,93,100,98,,0,0,89.55,75.39
9/17/2014,10.75657895,17,0,0,8,8,0,0,91,100,97,,0,0,80.76,73.26
9/18/2014,8.732824427,18,0,0,8,8,0,0,93,100,98,,0,0,89.98,72.6
9/19/2014,14.8121547,19,0,0,9,10,1,0,89,100,96,,0,0,83.89,71
9/20/2014,10.27710843,20,0,0,9,9,0,0,89,100,96,,0,0,82.71,70.98
9/21/2014,17.2816092,21,0,0,10,10,0,0,93,100,99,,0,0,86.16,70.98
9/22/2014,7.327044025,22,0,0,9,10,1,0,93,100,99,,0,0,84.96,72.47
9/23/2014,11.48850575,21,0,0,10,10,0,0,93,100,99,,0,0,83.01,72.23
9/24/2014,10.77456647,20,0,0,9,9,0,0,93,100,99,,0,0,81.64,72.63
9/25/2014,9.91503268,0,1,0,9,9,0,0,86,58,75,,0,0,85.9,70
9/26/2014,18.97905759,18,0,0,9,10,1,0,87,100,89,,0,0,86.25,73.97
9/27/2014,20.90361446,17,0,0,9,9,0,0,87,100,89,,1,0,86.87,73.03
9/28/2014,8.148148148,16,0,0,8,8,0,0,91,100,98,,0,0,87.52,74.97
9/29/2014,7.865497076,15,0,0,8,9,1,0,91,100,98,,0,0,87.44,73.57
9/30/2014,10.93506494,14,0,0,8,8,0,0,94,100,99,,0,0,82.38,72.51
10/1/2014,8.374100719,13,0,0,8,8,0,0,93,100,98,,0,0,82.94,74.3
10/2/2014,7.325443787,12,0,0,9,9,0,0,92,100,98,,0,0,89.18,74.14
10/3/2014,10.20441989,11,0,0,9,10,1,0,89,100,95,,0,0,89.76,73.45
10/4/2014,12.44848485,0,1,0,10,10,0,0,89,100,95,,0,0,85.66,68.82
10/5/2014,18.42424242,9,0,0,10,10,0,0,87,100,93,,0,0,78.42,60.35
10/6/2014,10.54705882,8,0,0,9,10,1,0,87,100,93,,0,0,81.64,61.92
10/7/2014,12.58282209,7,0,0,9,9,0,0,87,100,94,,0,0,84.3,68.83
10/8/2014,7.115384615,6,0,0,9,9,0,0,86,100,96,,0,0,88.2,72.28
10/9/2014,7.642857143,0,1,0,10,10,0,0,85,100,95,,0,0,87.46,70.5
10/10/2014,12.95238095,4,0,2,11,12,1,0,77,96,90,,0,0,88.2,71.81
10/11/2014,19.22699387,3,0,2,11,11,0,0,77,96,90,,0,0,88.94,70.25
10/12/2014,15.33333333,2,0,2,11,12,1,0,71,100,75,,0,0,88.94,69.64
10/13/2014,17.4301676,0,1,0,11,11,0,0,71,100,75,,0,0,88.91,70.49
10/14/2014,7.147058824,2,0,2,10,10,0,0,89,100,97,,0,0,87.67,73.16
10/15/2014,6.993333333,3,0,0,10,10,0,0,89,100,98,,0,0,81.54,67.15
10/16/2014,16.36645963,0,1,0,10,10,0,0,83,100,95,,0,0,81.14,61.21
10/17/2014,20.82539683,0,1,0,11,12,1,0,76,97,87,,0,0,81.31,60.97
10/18/2014,20.05232558,6,0,0,11,11,0,0,76,97,87,,0,0,82.33,60.21
10/19/2014,15.83333333,7,0,0,11,11,0,0,86,61,81,,0,0,82.87,61.15
10/20/2014,16.07926829,8,0,0,10,11,1,0,86,61,81,,0,0,83.77,64.55
10/21/2014,8.877192982,9,0,0,9,9,0,0,92,100,98,,0,0,82.85,70.47
10/22/2014,5.54248366,10,0,0,9,9,0,0,92,100,98,,0,0,84.31,68.78
10/23/2014,11.81132075,9,0,0,11,11,0,0,91,67,86,,0,0,80.93,62.85
10/24/2014,17.57407407,8,0,0,11,12,1,0,88,61,83,,0,0,79.18,63.1
10/25/2014,16.67261905,7,0,0,11,11,0,0,88,61,83,,0,0,79.83,62.74
10/26/2014,10.61676647,6,0,0,11,11,0,0,91,78,94,,0,0,82.13,56.92
10/27/2014,6.644295302,5,0,0,8,9,1,0,91,78,94,,0,0,84.33,57.79
10/28/2014,8.052287582,4,0,0,8,8,0,0,93,100,98,,0,0,84.78,60.86
10/29/2014,7.467532468,3,0,0,8,8,0,0,90,100,97,,0,0,84.93,62.38
10/30/2014,8.236842105,2,0,0,8,8,0,0,91,100,97,,0,0,82.67,64.33
10/31/2014,9.42,0,1,0,8,9,1,0,86,100,94,,0,0,78.37,63.81
11/1/2014,16.67647059,2,0,1,9,9,0,0,86,100,94,,0,0,62.82,51.15
11/2/2014,19.11347518,3,0,0,11,11,0,0,89,100,90,,0,0,65.42,44.19
11/3/2014,10.27848101,4,0,0,9,10,1,0,89,100,90,,0,0,73.57,47.91
11/4/2014,11.56,0,1,2,9,9,0,0,73,76,68,,0,0,79.34,56.81
11/5/2014,7.341269841,6,0,2,9,9,0,0,95,100,99,,0,0,81.45,62.57
11/6/2014,5.265734266,0,1,2,10,10,0,0,94,100,99,,1,0,83.18,63.38
11/7/2014,9.033112583,0,1,2,11,12,1,0,93,100,99,,1,0,76.68,57.92
11/8/2014,16.8962963,4,0,2,11,11,0,0,93,100,99,,0,0,78,55.81
11/9/2014,12.84177215,3,0,2,11,12,1,0,85,88,88,,0,0,68.33,58.34
11/10/2014,13.6516129,2,0,0,9,9,0,0,85,88,88,,0,0,71.56,61.87
11/11/2014,18.46052632,0,1,0,9,9,0,0,43,25,41,,0,0,79.1,58.68
11/12/2014,8.148648649,2,0,1,9,10,1,0,94,100,96,,0,0,78.78,58.29
11/13/2014,12.80985915,3,0,0,10,10,0,0,94,100,98,,0,0,80.81,56.3
11/14/2014,12.45890411,4,0,0,10,10,0,0,91,100,97,,0,0,68.22,55.81
11/15/2014,15.7,5,0,0,10,10,0,0,91,100,97,,0,0,75.66,50.47
11/16/2014,10.80851064,6,0,0,10,10,0,0,94,100,98,,0,0,81.89,56.65
11/17/2014,8.333333333,7,0,0,8,9,1,0,94,100,98,,0,0,83.48,66.63
